t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.34,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
1.33,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
2.33,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
3.35,node-2FCC00,IDLE,0,,0,0,0,58,100,0,0,20,2,SCHEDULABLE
4.35,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
5.34,node-2FCC00,IDLE,0,,0,0,0,61,200,0,0,20,4,SCHEDULABLE
6.34,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
7.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
8.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
9.34,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
10.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
11.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
12.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
13.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
14.36,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
15.35,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
16.36,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
17.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
18.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
19.35,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
20.36,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
21.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
22.35,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
23.35,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
24.37,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
25.36,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
26.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
27.35,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
28.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
29.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
30.35,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
31.35,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
32.35,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
33.36,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
34.36,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
35.41,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
36.35,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,66,200,0,0,20,4,SCHEDULABLE
37.37,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
38.35,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,68,200,0,0,20,4,SCHEDULABLE
39.42,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,73,200,0,0,20,4,SCHEDULABLE
40.41,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,78,200,0,0,20,4,SCHEDULABLE
41.42,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,80,200,0,0,20,4,SCHEDULABLE
42.44,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,90,200,0,1,20,4,SATURATED
43.47,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,93,200,0,1,20,4,SATURATED
44.53,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,94,200,11,2,20,4,OVERLOADED
45.55,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,80,200,11,2,20,4,OVERLOADED
46.54,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,88,200,11,2,20,4,OVERLOADED
47.53,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,91,200,11,2,20,4,OVERLOADED
48.57,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,93,200,4,2,20,4,OVERLOADED
49.59,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,86,200,4,2,20,4,OVERLOADED
