t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.57,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
1.57,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
2.57,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
3.57,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
4.57,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
5.58,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
6.57,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
7.57,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
8.57,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
9.57,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
10.57,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
11.57,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
12.57,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
13.57,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
14.57,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
15.57,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
16.57,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
17.57,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
18.58,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
19.57,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
20.57,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
21.66,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
22.58,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
23.57,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
24.57,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
25.57,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
26.57,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
27.57,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
28.57,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
29.57,node-2FCC00,IDLE,0,,0,0,0,67,200,0,0,20,4,SCHEDULABLE
