t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.1,node-2FCC00,IDLE,0,,0,0,0,55,100,0,0,20,2,SCHEDULABLE
1.09,node-2FCC00,IDLE,0,,0,0,0,56,100,0,0,20,2,SCHEDULABLE
2.08,node-2FCC00,IDLE,0,,0,0,0,56,100,0,0,20,2,SCHEDULABLE
3.09,node-2FCC00,IDLE,0,,0,0,0,55,100,0,0,20,2,SCHEDULABLE
4.09,node-2FCC00,IDLE,0,,0,0,0,56,100,0,0,20,2,SCHEDULABLE
5.09,node-2FCC00,IDLE,0,,0,0,0,55,100,0,0,20,2,SCHEDULABLE
6.1,node-2FCC00,IDLE,0,,0,0,0,55,100,0,0,20,2,SCHEDULABLE
7.09,node-2FCC00,IDLE,0,,0,0,0,56,100,0,0,20,2,SCHEDULABLE
8.09,node-2FCC00,IDLE,0,,0,0,0,56,100,0,0,20,2,SCHEDULABLE
9.1,node-2FCC00,IDLE,0,,0,0,0,56,100,0,0,20,2,SCHEDULABLE
10.09,node-2FCC00,IDLE,0,,0,0,0,55,100,0,0,20,2,SCHEDULABLE
11.09,node-2FCC00,IDLE,0,,0,0,0,56,100,0,0,20,2,SCHEDULABLE
12.09,node-2FCC00,IDLE,0,,0,0,0,56,100,0,0,20,2,SCHEDULABLE
13.1,node-2FCC00,IDLE,0,,0,0,0,58,200,0,0,20,4,SCHEDULABLE
14.1,node-2FCC00,IDLE,0,,0,0,0,62,200,0,0,20,4,SCHEDULABLE
15.1,node-2FCC00,IDLE,0,,0,0,0,62,200,0,0,20,4,SCHEDULABLE
16.09,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
17.1,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
18.09,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
19.09,node-2FCC00,IDLE,0,,0,0,0,62,200,0,0,20,4,SCHEDULABLE
20.09,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
21.09,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
22.1,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
23.09,node-2FCC00,IDLE,0,,0,0,0,62,200,0,0,20,4,SCHEDULABLE
24.09,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
25.09,node-2FCC00,IDLE,0,,0,0,0,62,200,0,0,20,4,SCHEDULABLE
26.1,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
27.09,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
28.09,node-2FCC00,IDLE,0,,0,0,0,62,200,0,0,20,4,SCHEDULABLE
29.09,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
30.1,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
31.09,node-2FCC00,IDLE,0,,0,0,0,62,200,0,0,20,4,SCHEDULABLE
32.09,node-2FCC00,IDLE,0,,0,0,0,62,200,0,0,20,4,SCHEDULABLE
