t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.09,node-2FCC00,IDLE,0,,0,0,0,52,100,0,0,20,2,SCHEDULABLE
1.09,node-2FCC00,IDLE,0,,0,0,0,52,100,0,0,20,2,SCHEDULABLE
2.1,node-2FCC00,IDLE,0,,0,0,0,52,100,0,0,20,2,SCHEDULABLE
3.09,node-2FCC00,IDLE,0,,0,0,0,52,100,0,0,20,2,SCHEDULABLE
4.09,node-2FCC00,IDLE,0,,0,0,0,52,100,0,0,20,2,SCHEDULABLE
5.1,node-2FCC00,IDLE,0,,0,0,0,52,100,0,0,20,2,SCHEDULABLE
6.09,node-2FCC00,IDLE,0,,0,0,0,52,100,0,0,20,2,SCHEDULABLE
7.09,node-2FCC00,IDLE,0,,0,0,0,52,100,0,0,20,2,SCHEDULABLE
8.09,node-2FCC00,IDLE,0,,0,0,0,54,200,0,0,20,4,SCHEDULABLE
9.1,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
10.09,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
11.09,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
12.09,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
13.1,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
14.11,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
15.09,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
16.09,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
17.09,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
18.11,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
19.1,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
20.09,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
21.09,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
22.1,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
23.09,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
24.1,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
25.11,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
26.11,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
27.11,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
28.12,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
29.13,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
30.12,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
31.12,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
32.12,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
33.12,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
34.12,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
35.13,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
36.12,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
37.12,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
38.12,node-2FCC00,IDLE,0,,0,0,0,60,200,0,0,20,4,SCHEDULABLE
39.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,60,200,0,0,20,4,SCHEDULABLE
40.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,59,200,0,0,20,4,SCHEDULABLE
41.16,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,59,200,0,0,20,4,SCHEDULABLE
42.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,60,200,0,0,20,4,SCHEDULABLE
43.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,59,200,0,0,20,4,SCHEDULABLE
44.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,59,200,0,0,20,4,SCHEDULABLE
45.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,60,200,0,0,20,4,SCHEDULABLE
46.15,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,58,200,0,0,20,4,SCHEDULABLE
47.15,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,60,200,0,0,20,4,SCHEDULABLE
