t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.0,node-2FCC00,IDLE,0,,0,0,0,28,200,0,0,20,4,SCHEDULABLE
1.02,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
2.0,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
3.0,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
4.09,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
5.02,node-2FCC00,IDLE,0,,0,0,0,26,200,0,0,20,4,SCHEDULABLE
6.0,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
7.0,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
8.0,node-2FCC00,IDLE,0,,0,0,0,28,200,0,0,20,4,SCHEDULABLE
9.12,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
10.01,node-2FCC00,IDLE,0,,0,0,0,26,200,0,0,20,4,SCHEDULABLE
11.06,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
12.02,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
13.0,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
14.03,node-2FCC00,IDLE,0,,0,0,0,28,200,0,0,20,4,SCHEDULABLE
15.05,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
16.01,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
17.1,node-2FCC00,IDLE,0,,0,0,0,28,200,0,0,20,4,SCHEDULABLE
18.0,node-2FCC00,IDLE,0,,0,0,0,26,200,0,0,20,4,SCHEDULABLE
19.04,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
20.07,node-2FCC00,IDLE,0,,0,0,0,26,200,0,0,20,4,SCHEDULABLE
21.0,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
22.0,node-2FCC00,IDLE,0,,0,0,0,28,200,0,0,20,4,SCHEDULABLE
23.04,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
24.06,node-2FCC00,IDLE,0,,0,0,0,28,200,0,0,20,4,SCHEDULABLE
25.0,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
26.01,node-2FCC00,IDLE,0,,0,0,0,28,200,0,0,20,4,SCHEDULABLE
27.01,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
28.05,node-2FCC00,IDLE,0,,0,0,0,27,200,0,0,20,4,SCHEDULABLE
29.01,node-2FCC00,IDLE,0,,0,0,0,26,200,0,0,20,4,SCHEDULABLE
30.1,node-2FCC00,IDLE,0,,0,0,0,29,200,0,0,20,4,SCHEDULABLE
31.02,node-2FCC00,IDLE,0,,0,0,0,26,200,0,0,20,4,SCHEDULABLE
32.03,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,48,200,0,0,20,4,SCHEDULABLE
33.02,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,61,200,0,0,20,4,SCHEDULABLE
34.11,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,71,200,0,0,20,4,SCHEDULABLE
35.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,57,200,0,0,20,4,SCHEDULABLE
36.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,57,200,0,0,20,4,SCHEDULABLE
37.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,41,200,0,0,20,4,SCHEDULABLE
38.1,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,62,200,0,0,20,4,SCHEDULABLE
39.1,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,63,200,0,0,20,4,SCHEDULABLE
40.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,47,200,0,0,20,4,SCHEDULABLE
41.14,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,31,200,0,0,20,4,SCHEDULABLE
42.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
43.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
44.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
45.11,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
46.18,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
47.11,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
48.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
49.11,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
50.17,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
51.2,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
52.11,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,29,200,0,0,20,4,SCHEDULABLE
53.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
54.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
55.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
56.22,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
57.14,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
58.17,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
59.19,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,29,200,0,0,20,4,SCHEDULABLE
60.22,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
61.24,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
62.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
63.19,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
64.21,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
65.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
66.16,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
67.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
68.14,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
69.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
70.16,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
71.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
72.2,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
73.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
74.15,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
75.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
76.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
77.22,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
78.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
79.17,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
80.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
81.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
82.14,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
83.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
84.19,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
85.21,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
86.12,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
87.16,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
88.18,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
89.21,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,29,200,0,0,20,4,SCHEDULABLE
90.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
91.15,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
92.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
93.2,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
94.22,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
95.14,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,28,200,0,0,20,4,SCHEDULABLE
96.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
97.19,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
98.22,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
99.13,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,26,200,0,0,20,4,SCHEDULABLE
100.14,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,27,200,0,0,20,4,SCHEDULABLE
