t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.26,node-2FCC00,IDLE,0,,0,0,0,49,100,0,0,20,2,SCHEDULABLE
1.26,node-2FCC00,IDLE,0,,0,0,0,50,100,0,0,20,2,SCHEDULABLE
2.27,node-2FCC00,IDLE,0,,0,0,0,49,100,0,0,20,2,SCHEDULABLE
3.26,node-2FCC00,IDLE,0,,0,0,0,49,100,0,0,20,2,SCHEDULABLE
4.27,node-2FCC00,IDLE,0,,0,0,0,49,100,0,0,20,2,SCHEDULABLE
5.28,node-2FCC00,IDLE,0,,0,0,0,50,100,0,0,20,2,SCHEDULABLE
6.26,node-2FCC00,IDLE,0,,0,0,0,49,100,0,0,20,2,SCHEDULABLE
7.26,node-2FCC00,IDLE,0,,0,0,0,49,100,0,0,20,2,SCHEDULABLE
8.26,node-2FCC00,IDLE,0,,0,0,0,50,100,0,0,20,2,SCHEDULABLE
9.27,node-2FCC00,IDLE,0,,0,0,0,50,100,0,0,20,2,SCHEDULABLE
10.26,node-2FCC00,IDLE,0,,0,0,0,53,200,0,0,20,4,SCHEDULABLE
11.26,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
12.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
13.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
14.27,node-2FCC00,IDLE,0,,0,0,0,58,200,0,0,20,4,SCHEDULABLE
15.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
16.26,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
17.26,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
18.26,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
19.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
20.29,node-2FCC00,IDLE,0,,0,0,0,58,200,0,0,20,4,SCHEDULABLE
21.27,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
22.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
23.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
24.28,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
25.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
26.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
27.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
28.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
29.27,node-2FCC00,IDLE,0,,0,0,0,58,200,0,0,20,4,SCHEDULABLE
30.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
31.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
32.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
33.28,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
34.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
35.28,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
36.28,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
37.28,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
38.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
39.27,node-2FCC00,IDLE,0,,0,0,0,57,200,0,0,20,4,SCHEDULABLE
40.27,node-2FCC00,IDLE,0,,0,0,0,59,200,0,0,20,4,SCHEDULABLE
41.28,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,58,200,0,0,20,4,SCHEDULABLE
42.27,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,60,200,0,0,20,4,SCHEDULABLE
43.27,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
44.27,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,72,200,0,0,20,4,SCHEDULABLE
45.27,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,77,200,0,0,20,4,SCHEDULABLE
47.73,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,74,200,0,0,20,4,SCHEDULABLE
47.73,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
48.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,76,200,0,0,20,4,SCHEDULABLE
49.28,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
50.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
51.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,73,200,0,0,20,4,SCHEDULABLE
52.28,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,74,200,0,0,20,4,SCHEDULABLE
53.28,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,74,200,0,0,20,4,SCHEDULABLE
54.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,66,200,0,0,20,4,SCHEDULABLE
55.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,74,200,0,0,20,4,SCHEDULABLE
56.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,76,200,0,0,20,4,SCHEDULABLE
57.28,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,66,200,0,0,20,4,SCHEDULABLE
58.28,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
59.28,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,76,200,0,0,20,4,SCHEDULABLE
60.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,76,200,0,0,20,4,SCHEDULABLE
61.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,72,200,0,0,20,4,SCHEDULABLE
62.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
63.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,63,200,0,0,20,4,SCHEDULABLE
64.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,65,200,0,0,20,4,SCHEDULABLE
65.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,76,200,0,0,20,4,SCHEDULABLE
66.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,65,200,0,0,20,4,SCHEDULABLE
67.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,64,200,0,0,20,4,SCHEDULABLE
68.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,71,200,0,0,20,4,SCHEDULABLE
69.32,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,68,200,0,0,20,4,SCHEDULABLE
70.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,68,200,0,0,20,4,SCHEDULABLE
71.29,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
72.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,74,200,0,0,20,4,SCHEDULABLE
73.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
74.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,65,200,0,0,20,4,SCHEDULABLE
75.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,76,200,0,0,20,4,SCHEDULABLE
76.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,64,200,0,0,20,4,SCHEDULABLE
77.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,76,200,0,0,20,4,SCHEDULABLE
78.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,67,200,0,0,20,4,SCHEDULABLE
79.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,73,200,0,0,20,4,SCHEDULABLE
80.31,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,76,200,0,0,20,4,SCHEDULABLE
81.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,70,200,0,0,20,4,SCHEDULABLE
82.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,71,200,0,0,20,4,SCHEDULABLE
83.3,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
84.31,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,72,200,0,0,20,4,SCHEDULABLE
85.31,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
86.31,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,76,200,0,0,20,4,SCHEDULABLE
87.32,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,75,200,0,0,20,4,SCHEDULABLE
88.32,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,68,200,0,0,20,4,SCHEDULABLE
89.32,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,69,200,0,0,20,4,SCHEDULABLE
90.31,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,74,200,0,0,20,4,SCHEDULABLE
91.33,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,69,200,0,0,20,4,SCHEDULABLE
92.32,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,73,200,0,0,20,4,SCHEDULABLE
93.31,node-2FCC00,HOSTING,3,node-34A9F0,0,0,0,73,200,0,0,20,4,SCHEDULABLE
