t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.0,node-2FCC00,IDLE,0,,0,827,726,59,100,0,0,20,2,SCHEDULABLE
1.0,node-2FCC00,IDLE,0,,0,827,726,59,100,0,0,20,2,SCHEDULABLE
2.02,node-2FCC00,IDLE,0,,0,827,726,59,100,0,0,20,2,SCHEDULABLE
3.04,node-2FCC00,IDLE,0,,0,827,726,59,100,0,0,20,2,SCHEDULABLE
4.06,node-2FCC00,IDLE,0,,0,827,726,59,100,0,0,20,2,SCHEDULABLE
5.09,node-2FCC00,IDLE,0,,0,827,726,59,100,0,0,20,2,SCHEDULABLE
6.11,node-2FCC00,IDLE,0,,0,827,726,59,100,0,0,20,2,SCHEDULABLE
7.0,node-2FCC00,IDLE,0,,0,827,726,59,100,0,0,20,2,SCHEDULABLE
8.01,node-2FCC00,IDLE,0,,0,827,726,62,200,0,0,20,4,SCHEDULABLE
9.0,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
10.0,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
11.03,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
12.0,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
13.0,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
14.0,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
15.0,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
16.0,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
17.07,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
18.09,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
19.02,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
20.04,node-2FCC00,IDLE,0,,0,827,726,65,200,0,0,20,4,SCHEDULABLE
21.06,node-2FCC00,IDLE,0,,0,827,726,66,200,0,0,20,4,SCHEDULABLE
