t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.33,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
1.34,node-2FCC00,IDLE,0,,0,0,0,58,100,0,0,20,2,SCHEDULABLE
2.34,node-2FCC00,IDLE,0,,0,0,0,58,100,0,0,20,2,SCHEDULABLE
3.33,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
4.34,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
5.33,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
6.33,node-2FCC00,IDLE,0,,0,0,0,58,100,0,0,20,2,SCHEDULABLE
7.33,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
8.34,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
9.33,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
10.33,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
11.33,node-2FCC00,IDLE,0,,0,0,0,59,100,0,0,20,2,SCHEDULABLE
12.33,node-2FCC00,IDLE,0,,0,0,0,61,200,0,0,20,4,SCHEDULABLE
13.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
14.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
15.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
16.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
17.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
18.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
19.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
20.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
21.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
22.33,node-2FCC00,IDLE,0,,0,0,0,66,200,0,0,20,4,SCHEDULABLE
23.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
24.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
25.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
26.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
27.34,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
28.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
29.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
30.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
31.34,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
32.37,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
33.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
34.33,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
