t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.14,node-2FCC00,IDLE,0,,0,0,0,24,200,0,0,20,4,SCHEDULABLE
1.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
2.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
3.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
4.15,node-2FCC00,IDLE,0,,0,0,0,24,200,0,0,20,4,SCHEDULABLE
5.19,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
6.15,node-2FCC00,IDLE,0,,0,0,0,24,200,0,0,20,4,SCHEDULABLE
7.14,node-2FCC00,IDLE,0,,0,0,0,22,200,0,0,20,4,SCHEDULABLE
8.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
9.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
10.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
11.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
12.15,node-2FCC00,IDLE,0,,0,0,0,24,200,0,0,20,4,SCHEDULABLE
13.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
14.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
15.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
16.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
17.15,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
18.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
19.15,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
20.14,node-2FCC00,IDLE,0,,0,0,0,22,200,0,0,20,4,SCHEDULABLE
21.15,node-2FCC00,IDLE,0,,0,0,0,24,200,0,0,20,4,SCHEDULABLE
22.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
23.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
24.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
25.14,node-2FCC00,IDLE,0,,0,0,0,24,200,0,0,20,4,SCHEDULABLE
26.14,node-2FCC00,IDLE,0,,0,0,0,22,200,0,0,20,4,SCHEDULABLE
27.14,node-2FCC00,IDLE,0,,0,0,0,26,200,0,0,20,4,SCHEDULABLE
28.14,node-2FCC00,IDLE,0,,0,0,0,22,200,0,0,20,4,SCHEDULABLE
29.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
30.14,node-2FCC00,IDLE,0,,0,0,0,23,200,0,0,20,4,SCHEDULABLE
31.14,node-2FCC00,IDLE,0,,0,0,0,97,950,0,1,20,19,SATURATED
34.31,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
35.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
36.31,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
37.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
38.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
39.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
40.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
41.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
42.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
43.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
44.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
45.34,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
46.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
47.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
48.32,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
49.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
50.37,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
51.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
52.31,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
53.3,node-2FCC00,IDLE,0,,0,0,0,0,100,0,0,20,0,SCHEDULABLE
54.3,node-2FCC00,IDLE,0,,0,0,0,9,100,0,0,20,2,SCHEDULABLE
55.4,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
56.3,node-2FCC00,IDLE,0,,0,0,0,12,100,0,0,20,2,SCHEDULABLE
57.32,node-2FCC00,IDLE,0,,0,0,0,12,100,0,0,20,2,SCHEDULABLE
58.33,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
59.3,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
60.31,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
61.3,node-2FCC00,IDLE,0,,0,0,0,11,100,0,0,20,2,SCHEDULABLE
62.31,node-2FCC00,IDLE,0,,0,0,0,11,100,0,0,20,2,SCHEDULABLE
63.3,node-2FCC00,IDLE,0,,0,0,0,11,100,0,0,20,2,SCHEDULABLE
64.3,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
65.3,node-2FCC00,IDLE,0,,0,0,0,11,100,0,0,20,2,SCHEDULABLE
66.35,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
67.3,node-2FCC00,IDLE,0,,0,0,0,12,100,0,0,20,2,SCHEDULABLE
68.3,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
69.3,node-2FCC00,IDLE,0,,0,0,0,11,100,0,0,20,2,SCHEDULABLE
70.3,node-2FCC00,IDLE,0,,0,0,0,9,100,0,0,20,2,SCHEDULABLE
71.3,node-2FCC00,IDLE,0,,0,0,0,9,100,0,0,20,2,SCHEDULABLE
72.3,node-2FCC00,IDLE,0,,0,0,0,11,100,0,0,20,2,SCHEDULABLE
73.3,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
74.3,node-2FCC00,IDLE,0,,0,0,0,9,100,0,0,20,2,SCHEDULABLE
75.3,node-2FCC00,IDLE,0,,0,0,0,11,100,0,0,20,2,SCHEDULABLE
76.3,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
77.3,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
78.3,node-2FCC00,IDLE,0,,0,0,0,10,100,0,0,20,2,SCHEDULABLE
