t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.13,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
1.13,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
2.14,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
3.15,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
4.16,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
5.13,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
6.15,node-2FCC00,IDLE,0,,0,0,0,63,200,0,0,20,4,SCHEDULABLE
7.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
8.14,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
9.14,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
10.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
11.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
12.18,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
13.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
14.16,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
15.18,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
16.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
17.17,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
18.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
19.16,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
20.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
21.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
22.18,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
23.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
24.18,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
25.18,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
26.18,node-2FCC00,IDLE,0,,0,0,0,65,200,0,0,20,4,SCHEDULABLE
27.18,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
28.17,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
29.18,node-2FCC00,IDLE,0,,0,0,0,64,200,0,0,20,4,SCHEDULABLE
