t_s,node_id,deleg_state,deleg_state_int,deleg_peer,deleg_blocks,deleg_dispatched,deleg_returned,cpu,load,miss,stress_level,active_blocks,eff_blocks,state
0.23,node-2FCC00,IDLE,0,,0,0,0,0,200,0,0,20,0,SCHEDULABLE
1.25,node-2FCC00,IDLE,0,,0,0,0,0,200,0,0,20,0,SCHEDULABLE
2.22,node-2FCC00,IDLE,0,,0,0,0,0,200,0,0,20,0,SCHEDULABLE
3.22,node-2FCC00,IDLE,0,,0,0,0,0,200,0,0,20,0,SCHEDULABLE
4.24,node-2FCC00,IDLE,0,,0,0,0,0,200,0,0,20,0,SCHEDULABLE
6.69,node-2FCC00,IDLE,0,,0,0,0,0,200,0,0,20,0,SCHEDULABLE
6.74,node-2FCC00,IDLE,0,,0,0,0,0,200,0,0,20,0,SCHEDULABLE
7.22,node-2FCC00,IDLE,0,,0,0,0,0,200,0,0,20,0,SCHEDULABLE
8.25,node-2FCC00,IDLE,0,,0,0,0,0,200,0,0,20,0,SCHEDULABLE
9.37,node-2FCC00,IDLE,0,,0,0,0,29,200,0,0,20,0,SCHEDULABLE
10.22,node-2FCC00,IDLE,0,,0,0,0,50,200,0,0,20,4,SCHEDULABLE
11.25,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
12.24,node-2FCC00,IDLE,0,,0,0,0,49,200,0,0,20,4,SCHEDULABLE
13.24,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
14.39,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
15.45,node-2FCC00,IDLE,0,,0,0,0,46,200,0,0,20,4,SCHEDULABLE
16.26,node-2FCC00,IDLE,0,,0,0,0,49,200,0,0,20,4,SCHEDULABLE
17.23,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
18.3,node-2FCC00,IDLE,0,,0,0,0,47,200,0,0,20,4,SCHEDULABLE
19.22,node-2FCC00,IDLE,0,,0,0,0,49,200,0,0,20,4,SCHEDULABLE
20.26,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
21.33,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
22.23,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
23.32,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
24.24,node-2FCC00,IDLE,0,,0,0,0,47,200,0,0,20,4,SCHEDULABLE
25.36,node-2FCC00,IDLE,0,,0,0,0,49,200,0,0,20,4,SCHEDULABLE
26.26,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
27.23,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
28.23,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
29.35,node-2FCC00,IDLE,0,,0,0,0,48,200,0,0,20,4,SCHEDULABLE
30.25,node-2FCC00,IDLE,0,,0,0,0,48,950,0,0,20,4,SCHEDULABLE
31.23,node-2FCC00,IDLE,0,,0,0,0,100,950,0,1,20,19,SATURATED
32.25,node-2FCC00,REQUESTING,1,node-717AC4,10,0,0,100,850,12,2,20,19,OVERLOADED
33.26,node-2FCC00,ACTIVE,2,node-717AC4,10,9,2,93,850,12,2,10,10,OVERLOADED
34.26,node-2FCC00,ACTIVE,2,node-717AC4,10,28,8,89,850,12,2,10,10,OVERLOADED
35.28,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,99,750,20,2,10,10,OVERLOADED
36.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,100,750,20,2,10,10,OVERLOADED
37.31,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,100,750,20,2,10,10,OVERLOADED
38.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,87,650,20,2,10,10,OVERLOADED
39.4,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,650,20,2,10,10,OVERLOADED
40.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,1,2,10,10,OVERLOADED
41.3,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,1,2,10,10,OVERLOADED
42.5,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
43.3,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
44.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
45.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
46.48,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
47.33,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
48.32,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
49.3,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
50.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
51.31,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,0,10,10,SCHEDULABLE
52.3,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,1,10,10,SCHEDULABLE
53.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,1,10,10,SCHEDULABLE
54.31,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
55.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,0,10,10,SCHEDULABLE
56.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,77,550,0,0,10,10,SCHEDULABLE
57.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,0,10,10,SCHEDULABLE
58.34,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,77,550,0,0,10,10,SCHEDULABLE
59.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,0,10,10,SCHEDULABLE
60.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
61.3,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,0,10,10,SCHEDULABLE
62.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,1,10,10,SCHEDULABLE
63.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,1,10,10,SCHEDULABLE
64.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
65.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
66.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,1,10,10,SCHEDULABLE
67.3,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,1,10,10,SCHEDULABLE
68.37,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,77,550,0,0,10,10,SCHEDULABLE
69.33,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
70.31,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,77,550,0,0,10,10,SCHEDULABLE
71.36,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
72.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,79,550,0,0,10,10,SCHEDULABLE
73.3,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,77,550,0,0,10,10,SCHEDULABLE
74.31,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,550,0,0,10,10,SCHEDULABLE
75.3,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,80,200,0,0,10,4,SCHEDULABLE
76.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,200,0,0,10,4,SCHEDULABLE
77.29,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,77,200,0,0,10,4,SCHEDULABLE
78.38,node-2FCC00,ACTIVE,2,node-717AC4,10,31,11,78,200,0,0,10,4,SCHEDULABLE
